iter	Logloss
178	0.06103881475
179	0.06083030276
180	0.06049329441
181	0.06022926663
182	0.06012281037
183	0.05972531421
184	0.05946231
185	0.05922138049
186	0.05900060926
187	0.05865514068
188	0.05834285605
189	0.05826463723
190	0.05801633849
191	0.0577677798
192	0.05762824524
193	0.05739202753
194	0.05720133314
195	0.05704514675
196	0.05669972261
197	0.05669971856
198	0.05646319491
199	0.05625281385
200	0.05598677516
201	0.05582122229
202	0.05559787141
203	0.05533608437
204	0.05506244771
205	0.05492140956
206	0.05467201491
207	0.05440605697
208	0.05420772692
209	0.05407243308
210	0.05391013162
211	0.05366031555
212	0.05351655576
213	0.05330087256
214	0.05304657108
215	0.05278500674
216	0.05255695675
217	0.05240333289
218	0.05229820215
219	0.05223824216
220	0.05196728958
221	0.05157075195
222	0.05134070357
223	0.0511012016
224	0.05080830604
225	0.0507400524
226	0.05053658456
227	0.05047628571
228	0.05035386225
229	0.05026818773
230	0.05006379134
231	0.04974808976
232	0.0496557761
233	0.04950534325
234	0.04940002889
235	0.04924614375
236	0.04910381408
237	0.04888221338
238	0.04870964022
239	0.04849489646
240	0.04831518713
241	0.04813489808
242	0.04785970221
243	0.047728259
244	0.04766263916
245	0.04748941503
246	0.04730301806
247	0.04709373343
248	0.04704169716
249	0.04704169703
250	0.04690110049
251	0.04679842049
252	0.04666542944
253	0.04646212248
254	0.04628557514
255	0.04606706231
256	0.04603538416
257	0.04591525246
258	0.04576755274
259	0.04561932697
260	0.04531511996
261	0.04511413396
262	0.04503475976
263	0.04488983402
264	0.04482350496
265	0.04480492868
266	0.04479604893
267	0.04464398812
268	0.04439333771
269	0.0442405226
270	0.04412216
271	0.04410839936
272	0.0439520075
273	0.04381570519
274	0.04369380205
275	0.04361381055
276	0.0434419331
277	0.04344191949
278	0.0432910778
279	0.04313511966
280	0.04300221569
281	0.0428050252
282	0.04262452383
283	0.04245583315
284	0.04234787271
285	0.0421591713
286	0.04203712991
287	0.04195788525
288	0.04172977477
289	0.04164524639
290	0.04149198351
291	0.04137996734
292	0.04125236779
293	0.04121170379
294	0.04112349651
295	0.04104225945
296	0.04092587253
297	0.04085933459
298	0.04072764447
299	0.04068414578
300	0.04064119412
301	0.04043132278
302	0.04032056876
303	0.04009582425
304	0.03980135549
305	0.03966175683
306	0.03955283456
307	0.03946944145
308	0.03937695566
309	0.03920825794
310	0.0391867835
311	0.03911204824
312	0.03901988064
313	0.03888037345
314	0.0388252356
315	0.0387311162
316	0.03861685548
317	0.03852829229
318	0.03843691008
319	0.03824125537
320	0.03818763703
321	0.03803734186
322	0.03793028369
323	0.03781803381
324	0.03762578515
325	0.03742347604
326	0.03726830958
327	0.03713097582
328	0.03701594292
329	0.03689236386
330	0.03686076486
331	0.03669236792
332	0.03663263459
333	0.03648084365
334	0.03645897787
335	0.03632774241
336	0.03624615104
337	0.03600727458
338	0.03588915518
339	0.03576490129
340	0.03568757538
341	0.03555369688
342	0.03535955481
343	0.03524136332
344	0.03513843302
345	0.0350363917
346	0.03495521633
347	0.03485052051
348	0.03476801282
349	0.03466024656
350	0.0346249031
351	0.03449060418
352	0.03432387724
353	0.03419404622
354	0.034003259
355	0.0339009238
356	0.03380516367
357	0.03370409951
358	0.03362282246
359	0.03347514677
360	0.03339492671
361	0.03329500797
362	0.03323310931
363	0.03317718476
364	0.03304347393
365	0.03298821542
366	0.03290998772
367	0.03285243819
368	0.03268843351
369	0.03265519559
370	0.03252998256
371	0.03245751282
372	0.03238378068
373	0.03234167445
374	0.03222548745
375	0.03219149254
376	0.03211840776
377	0.03199242158
378	0.03199240144
379	0.0318936089
380	0.03183711722
381	0.03177040844
382	0.0317019013
383	0.03155530219
384	0.03147564763
385	0.03143591718
386	0.03132767774
387	0.0312594941
388	0.03120138932
389	0.03112566584
390	0.03095924524
391	0.03085502355
392	0.03081628639
393	0.03073673148
394	0.03069947492
395	0.03064799973
396	0.03049846515
397	0.03041579932
398	0.03036262822
399	0.03026806425
400	0.03026804753
401	0.03021848209
402	0.03012334391
403	0.03008292763
404	0.03000116683
405	0.02995040067
406	0.02990946403
407	0.02982873009
408	0.02981763374
409	0.02971154872
410	0.02965756031
411	0.02960212579
412	0.02955453247
413	0.02949874159
414	0.02946042792
415	0.02940615462
416	0.02927500607
417	0.02914799754
418	0.02906546887
419	0.02906546754
420	0.02897865878
421	0.02892149853
422	0.02876034536
423	0.02867316963
424	0.02861526339
425	0.02853684429
426	0.02849012361
427	0.02842958969
428	0.02832153971
429	0.02823481968
430	0.02815465852
431	0.02810062879
432	0.02799008901
433	0.02786527826
434	0.02781349157
435	0.02773486026
436	0.02767665975
437	0.02764166779
438	0.0276332456
439	0.02755735615
440	0.02749690675
441	0.02748831555
442	0.02739866075
443	0.02737328867
444	0.02731113492
445	0.02724226318
446	0.02716044118
447	0.02710980116
448	0.02707745033
449	0.02706901143
450	0.02702371453
451	0.02697849565
452	0.0268770998
453	0.02684860172
454	0.02683731739
455	0.02682088111
456	0.02675138913
457	0.02675138787
458	0.02665152839
459	0.02665151853
460	0.02651494337
461	0.02642830121
462	0.02642188547
463	0.02641385923
464	0.02634828022
465	0.02627954884
466	0.02626686789
467	0.02617660068
468	0.02613676581
469	0.02612014003
470	0.02605591873
471	0.02600325363
472	0.02595570147
473	0.02589261776
474	0.02584107014
475	0.02579852742
476	0.02574494205
477	0.02569753372
478	0.02569382528
479	0.02565207756
480	0.0256225409
481	0.02556814077
482	0.02552816256
483	0.02543029704
484	0.02533384335
485	0.02524912752
486	0.02523815866
487	0.02522153617
488	0.02508810265
489	0.02501177801
490	0.02497923648
491	0.02489803788
492	0.02485566068
493	0.02481613586
494	0.02475689168
495	0.02470861882
496	0.02463745825
497	0.02461415119
498	0.02456573361
499	0.02451719234
500	0.02439396053
501	0.02431499064
502	0.02428736216
503	0.02422024334
504	0.0241768027
505	0.02416099283
506	0.02413049293
507	0.02403454256
508	0.02397649383
509	0.02391602866
510	0.02385859606
511	0.02384915526
512	0.02378878616
513	0.02372116577
514	0.02365731635
515	0.02361302971
516	0.02357819895
517	0.02348433241
518	0.02341503325
519	0.0233506463
520	0.02325771315
521	0.02321369405
522	0.02318978204
523	0.02312929287
524	0.02309543667
525	0.02301764418
526	0.02295584881
527	0.02286307216
528	0.02278365596
529	0.02275320946
530	0.02273478583
531	0.02269601115
532	0.02264447571
533	0.02260028376
534	0.02256915542
535	0.02251868046
536	0.02251008289
537	0.0224600533
538	0.02244384039
539	0.02241096061
540	0.02234964357
541	0.02227598348
542	0.02218196102
543	0.0221158521
544	0.02205807542
545	0.02202995463
546	0.02199741475
547	0.02193938089
548	0.02188661388
549	0.02179947725
550	0.02175210342
551	0.02171912021
552	0.0216504105
553	0.02162356944
554	0.02156243748
555	0.02153451938
556	0.0215027477
557	0.02140888952
558	0.02132273859
559	0.0212886373
560	0.02122622312
561	0.02119693834
562	0.0211609961
563	0.02109865239
564	0.02108691981
565	0.02101893125
566	0.02098496977
567	0.02096872633
568	0.020901127
569	0.02089392849
570	0.02089387807
571	0.02087996114
572	0.02080737394
573	0.02077799052
574	0.02074636442
575	0.02073869847
576	0.02069471384
577	0.02066984244
578	0.02063776855
579	0.02057507422
580	0.02054504715
581	0.02051106458
582	0.0204757155
583	0.02043112015
584	0.02034694038
585	0.02027454619
586	0.02023428417
587	0.0201911519
588	0.0201697266
589	0.02015301582
590	0.02012542674
591	0.0200795808
592	0.02003157693
593	0.0200314976
594	0.02000395763
595	0.0199518199
596	0.01992426044
597	0.01989682266
598	0.01984065588
599	0.01982516058
600	0.01975699347
601	0.01969434897
602	0.01966829811
603	0.01963193835
604	0.01957374415
605	0.01954826859
606	0.01949646714
607	0.01944673448
608	0.01942419504
609	0.01936612361
610	0.01935145621
611	0.01929448734
612	0.01928436147
613	0.01928435714
614	0.01924844986
615	0.01919883912
616	0.0191422783
617	0.0191422783
618	0.01914219064
619	0.01911147056
620	0.01911143902
621	0.01908433741
622	0.01905895883
623	0.01903113495
624	0.01901851028
625	0.01899178554
626	0.01896809837
627	0.01893871444
628	0.01888565821
629	0.01883835216
630	0.01879011711
631	0.01871181356
632	0.01867644983
633	0.01863803179
634	0.01859484274
635	0.01851427114
636	0.01845093799
637	0.01838682114
638	0.01836056698
639	0.01831284927
640	0.01827703319
641	0.01822655797
642	0.01822650418
643	0.01817033148
644	0.01810819494
645	0.01806724684
646	0.01800760297
647	0.0178770223
648	0.0178769591
649	0.01784962297
650	0.01783293093
651	0.01781962392
652	0.01778844871
653	0.01773751255
654	0.0177170422
655	0.01771702102
656	0.0176844594
657	0.01768115336
658	0.0176713096
659	0.01762851603
660	0.01760475448
661	0.01758370773
662	0.01752150732
663	0.0174740873
664	0.01745795316
665	0.0174139979
666	0.01738200571
667	0.0173322191
668	0.01731150361
669	0.01726247185
670	0.01720871296
671	0.01717871369
672	0.01713615629
673	0.01709903757
674	0.01706035333
675	0.01704017273
676	0.01701109242
677	0.01699841386
678	0.01697705317
679	0.01694833371
680	0.01692709782
681	0.01688418509
682	0.0168688202
683	0.01686881371
684	0.0168687911
685	0.01680987758
686	0.01679089766
687	0.01675537003
688	0.01674922357
689	0.01672272759
690	0.01668934172
691	0.01665509931
692	0.01659576544
693	0.01658111765
694	0.01656455225
695	0.01654419049
696	0.01650299614
697	0.01647051328
698	0.01645144109
699	0.01641177127
700	0.01637324193
701	0.01632915206
702	0.01626093415
703	0.01624211861
704	0.01615682343
705	0.0161292603
706	0.01610186321
707	0.01607134553
708	0.01604694677
709	0.01601914483
710	0.01600146243
711	0.01600142207
712	0.01596930853
713	0.0159208866
714	0.01587275923
715	0.01582992938
716	0.01579418585
717	0.01576282271
718	0.0157135111
719	0.01567634053
720	0.01560761103
721	0.01556380185
722	0.0155316091
723	0.01550733285
724	0.01545300161
725	0.01544145062
726	0.01543810435
727	0.01542485883
728	0.01539658456
729	0.01537613202
730	0.01532306619
731	0.01531447211
732	0.01528965895
733	0.01528962677
734	0.01526636324
735	0.01525432652
736	0.01522622606
737	0.01521514329
738	0.01517249771
739	0.01513807291
740	0.01512811774
741	0.0151108057
742	0.01510034041
743	0.01505272731
744	0.01500474781
745	0.01500472734
746	0.01500470397
747	0.01496472336
748	0.01494413338
749	0.01492640525
750	0.01492636812
751	0.01490387825
752	0.01481263948
753	0.01475989621
754	0.01474442692
755	0.01469837384
756	0.01465948897
757	0.01461339967
758	0.01459949946
759	0.01458250938
760	0.01451878418
761	0.01449304864
762	0.01446249808
763	0.01443904789
764	0.01439974467
765	0.01436290884
766	0.01435823818
767	0.01435820236
768	0.01433448192
769	0.01429651376
770	0.01425683108
771	0.01424297186
772	0.01421891033
773	0.01420381634
774	0.01417477033
775	0.0141233633
776	0.01410535989
777	0.01407810161
778	0.01407809633
779	0.01405551715
780	0.01403940007
781	0.01401492799
782	0.01397972753
783	0.01392807961
784	0.01389070244
785	0.01386353109
786	0.01381080232
787	0.0137488773
788	0.01370168725
789	0.01365728727
790	0.01364068703
791	0.0135913601
792	0.01358341329
793	0.01356302257
794	0.01353660238
795	0.01350239385
796	0.01349413913
797	0.01346091888
798	0.01342756438
799	0.01339215048
800	0.01335373755
801	0.01333121439
802	0.0133312001
803	0.01333118446
804	0.01330222964
805	0.01326746019
806	0.01326033217
807	0.01325146375
808	0.0132392158
809	0.0132064026
810	0.01318879433
811	0.01318878983
812	0.01318842773
813	0.01317565892
814	0.01314397426
815	0.01312909672
816	0.0131108921
817	0.01307650201
818	0.0130577061
819	0.01303708749
820	0.01300484743
821	0.01298560462
822	0.0129855881
823	0.01297135236
824	0.01294506875
825	0.01294297676
826	0.01291427468
827	0.01288461518
828	0.01286821201
829	0.01285983919
830	0.01283578568
831	0.01281538573
832	0.01279721894
833	0.01277975571
834	0.01277178755
835	0.0127019815
836	0.0126778486
837	0.01266520367
838	0.01264871353
839	0.01263925331
840	0.01262652746
841	0.01261160492
842	0.01258369118
843	0.01255879263
844	0.01253859216
845	0.01252710033
846	0.01251502437
847	0.01250346041
848	0.01248426717
849	0.0124635289
850	0.01244680691
851	0.01239727922
852	0.01236708565
853	0.012366895
854	0.01235584886
855	0.01234428534
856	0.01232814474
857	0.01229887579
858	0.01227728811
859	0.01224850537
860	0.01220721093
861	0.01218576521
862	0.01216269567
863	0.01214365305
864	0.01211955799
865	0.01210564119
866	0.01207972726
867	0.01206383084
868	0.01205614965
869	0.01204707164
870	0.01204219574
871	0.01200193684
872	0.01198223677
873	0.01196357991
874	0.01194328924
875	0.01194325306
876	0.01193167597
877	0.01189267892
878	0.01188487507
879	0.01185991108
880	0.01183234119
881	0.01183229114
882	0.01180580734
883	0.01175864058
884	0.01173814355
885	0.01173814355
886	0.01172200676
887	0.01171039536
888	0.01169846324
889	0.01166374189
890	0.01163798475
891	0.01161321469
892	0.01160853335
893	0.01158644973
894	0.01157195871
895	0.0115409115
896	0.01152752778
897	0.01150834788
898	0.01148706778
899	0.01145700442
900	0.01145698327
901	0.01145697031
902	0.0114324134
903	0.01141778641
904	0.01139103217
905	0.01139102761
906	0.01136300064
907	0.01136140978
908	0.01132915384
909	0.01130497565
910	0.01130486043
911	0.0112603694
912	0.0112368249
913	0.01120461911
914	0.01120458983
915	0.0111932423
916	0.01117443307
917	0.01116159085
918	0.01113947414
919	0.01112396373
920	0.01112393218
921	0.01112393186
922	0.01110992712
923	0.01110986141
924	0.01108946077
925	0.01108945635
926	0.0110894306
927	0.01106569922
928	0.01104937783
929	0.01104935663
930	0.01103249992
931	0.01102318403
932	0.01100956262
933	0.01099464512
934	0.01097108276
935	0.01093591797
936	0.01089794719
937	0.01089788652
938	0.01089787577
939	0.01088664733
940	0.01087049425
941	0.01085113011
942	0.01082661845
943	0.01080716077
944	0.01078396833
945	0.01078396436
946	0.0107511984
947	0.01075115947
948	0.01072912514
949	0.01071365903
950	0.01070940411
951	0.01069975664
952	0.01069974509
953	0.01067029658
954	0.01064511711
955	0.01062971586
956	0.01062965888
957	0.01062954773
958	0.0106046461
959	0.01058486236
960	0.01057368024
961	0.01057343396
962	0.01055389742
963	0.01053953832
964	0.01052131123
965	0.01051556149
966	0.01048609918
967	0.01047174833
968	0.01044875378
969	0.01042238898
970	0.01040803701
971	0.01039036684
972	0.01036116931
973	0.01035056809
974	0.01033578542
975	0.01029335403
976	0.01029322622
977	0.01026961414
978	0.0102696082
979	0.01024920281
980	0.01024158311
981	0.01024155334
982	0.01022730553
983	0.01022730053
984	0.01020258749
985	0.0101648822
986	0.01015212262
987	0.01013350542
988	0.01012304764
989	0.01009487114
990	0.01009450854
991	0.01009450854
992	0.01009447721
993	0.01009441579
994	0.01009440511
995	0.01005963552
996	0.01004681612
997	0.01004681317
998	0.01004680265
999	0.01002983526
